session,trial,phrase,click_load,entry_rate,correction_rate,num_chars
3,1,7,4.0,6.640899880316903,0.0,7
3,1,8,4.8,5.555131318451596,0.0,7
4,1,1,7.6,6.006151615732606,0.0,7
4,1,2,7.0,5.7638921819658355,0.0,7
4,1,3,5.8,7.843614983594,0.0,7
4,1,4,6.0,5.980621008952402,0.0,7
4,1,5,5.8,9.01421411930527,0.0,7
4,1,6,4.6,8.948815727916942,0.0,7
4,1,7,4.6,9.80120378094038,0.0,7
4,1,8,4.6,10.59504707447322,0.0,7
4,1,9,4.6,10.881906723900997,0.0,7
4,1,10,4.4,11.519960200278009,0.0,7
4,1,11,6.2,8.761547659220154,0.125,7
4,1,12,5.2,8.119728078190626,0.0,7
4,1,13,5.8,7.661830753070543,0.0,7
4,1,14,5.8,5.923205486053173,0.0,7
5,1,1,7.0,6.347708500213232,0.0,7
5,1,2,6.0,8.052034825781003,0.0,7
5,1,3,6.2,7.043000419877975,0.0,7
5,1,4,7.2,5.044610105239316,0.0,7
5,1,5,6.6,7.413918504936583,0.0,7
5,1,6,7.8,5.488426814616311,0.0,7
5,1,7,7.6,6.571937437601971,0.0,7
5,1,8,6.6,6.697650627830903,0.0,7
5,1,9,7.0,6.897089527864274,0.0,7
5,1,10,6.0,7.00758691268511,0.0,7
5,1,11,6.6,5.830002599652907,0.0,7
6,1,1,5.8,7.395832173589516,0.0,7
6,1,2,5.0,9.48610710161914,0.0,7
6,1,3,7.0,5.93460997727928,0.125,7
6,1,4,4.4,9.500420884000091,0.0,7
6,1,5,5.0,8.488205496719306,0.0,7
6,1,6,7.8,4.979733278819301,0.3333333333333333,7
6,1,7,6.2,6.301498517631001,0.125,7
6,1,8,5.8,6.540950159146149,0.0,7
6,1,9,4.8,11.082048097277278,0.0,7
6,1,10,5.0,7.934524839562408,0.0,7
6,1,11,5.2,9.6162042435661,0.0,7
6,1,12,5.0,8.072185965241621,0.0,7
6,1,13,6.4,6.369981465990543,0.0,6
7,1,1,4.6,7.636934058750525,0.0,7
7,1,2,4.6,6.985076664108185,0.0,7
7,1,3,4.4,7.378499077465452,0.0,7
7,1,4,4.0,6.398165869308892,0.0,7
7,1,5,3.8,9.186620494868503,0.0,7
7,1,6,4.2,7.363160704638844,0.0,7
7,1,7,5.4,5.830826467264412,0.125,7
7,1,8,3.8,7.970152026626031,0.0,7
7,1,9,5.4,7.934911601409861,0.125,7
7,1,10,5.6,5.538184687482189,0.125,5
8,1,1,9.0,4.205494386545832,0.4,7
8,1,2,6.6,5.635040902663843,0.0,7
8,1,3,5.6,6.442156234278003,0.0,7
8,1,4,4.6,8.493373447332441,0.0,7
8,1,5,4.2,7.465003064705161,0.0,7
8,1,6,4.4,6.943273769323678,0.0,7
8,1,7,4.0,7.2298955721038585,0.0,7
8,1,8,4.4,7.892286401564393,0.0,7
8,1,9,4.6,9.012625706424883,0.0,7
8,1,10,4.6,9.626090507261772,0.0,7
8,1,11,5.2,5.997270226431473,0.0,7
9,1,1,4.8,6.313979711132401,0.0,7
9,1,2,4.4,5.710968311850172,0.0,7
9,1,3,4.2,6.441847379033938,0.0,7
9,1,4,4.2,8.751452435186355,0.0,7
9,1,5,5.4,5.950216428425613,0.125,7
10,1,1,10.0,3.735795909974072,0.5,7
10,1,2,6.6,5.3258136171711845,0.125,7
10,1,3,5.8,3.3577028611700523,0.0,7
10,1,4,4.4,7.492373748086144,0.0,7
10,1,5,4.8,6.871752044417772,0.0,7
10,1,6,5.2,7.423877151069645,0.0,7
10,1,7,4.4,4.685903429410915,0.0,7
10,1,8,7.0,4.079050467996546,0.2222222222222222,7
10,1,9,4.4,8.819881479179642,0.0,7
2,2,1,4.4,5.542319142642688,0.0,7
2,2,2,5.2,4.654110507802449,0.0,7
2,2,3,7.0,2.7632016108005173,0.125,7
3,2,1,4.8,4.515467763371211,0.0,7
3,2,2,5.4,3.631957091466976,0.0,7
3,2,3,4.2,7.174202875586528,0.0,7
3,2,4,3.8,5.81278678240655,0.0,7
3,2,5,3.2,5.542144672582917,0.0,7
3,2,6,3.8,4.917215023788304,0.0,7
3,2,7,3.6,6.299122760784438,0.0,7
3,2,8,5.4,4.62621470277215,0.125,7
4,2,1,8.6,5.2450825794673035,0.125,7
4,2,2,7.6,5.531120479190694,0.125,7
4,2,3,5.4,7.415576984015419,0.0,7
4,2,4,5.8,7.121163573547631,0.0,7
4,2,5,6.0,6.742643861896519,0.0,7
4,2,6,5.0,9.164154864182118,0.0,7
4,2,7,4.6,11.713620446192333,0.0,7
4,2,8,4.8,9.398462282025694,0.0,7
4,2,9,4.4,12.136344349063977,0.0,7
4,2,10,4.6,11.203544018292709,0.0,7
4,2,11,6.0,8.676432108286445,0.0,7
4,2,12,5.4,7.75175826400454,0.0,7
4,2,13,5.8,7.39266970050539,0.0,7
4,2,14,4.6,7.1034626561591026,0.0,5
5,2,1,6.8,6.681839435407397,0.0,7
5,2,2,5.2,8.861425105252444,0.0,7
5,2,3,6.6,6.6536369452929485,0.0,7
5,2,4,6.0,6.125698219718752,0.0,7
5,2,5,6.6,5.971258078424422,0.0,7
5,2,6,8.4,5.317861138431342,0.0,7
5,2,7,8.2,5.935038191858656,0.0,7
5,2,8,6.8,6.628656968564632,0.0,7
5,2,9,7.0,7.403791468885332,0.0,7
5,2,10,6.2,6.969071434012978,0.0,7
5,2,11,6.6,6.088661754106118,0.0,7
6,2,1,6.0,7.337899210108279,0.0,7
6,2,2,4.8,9.041840939773143,0.0,7
6,2,3,6.8,6.366513858712669,0.125,7
6,2,4,4.8,10.03387948088358,0.0,7
6,2,5,4.8,9.269846975338881,0.0,7
6,2,6,6.6,5.763527000350285,0.125,7
6,2,7,5.8,7.418687814457692,0.125,7
6,2,8,5.4,6.724312780860655,0.0,7
6,2,9,5.4,8.94249697625754,0.0,7
6,2,10,4.8,7.508541205354803,0.0,7
6,2,11,6.4,7.747217748743714,0.125,7
6,2,12,6.2,6.86553609131276,0.125,7
6,2,13,5.6,6.9209584367261785,0.0,6
7,2,1,4.2,7.9976306309766745,0.0,7
7,2,2,4.4,6.885944127157282,0.0,7
7,2,3,4.4,6.2862499206018185,0.0,7
7,2,4,3.8,7.367043706073201,0.0,7
7,2,5,3.2,13.012675104295676,0.0,7
7,2,6,4.4,6.080752944028687,0.0,7
7,2,7,4.2,9.280957790927635,0.0,7
7,2,8,5.2,5.46729363302986,0.125,7
7,2,9,4.0,9.873138998171797,0.0,7
7,2,10,5.8,5.5487152539165425,0.125,7
8,2,1,8.4,4.031157401883423,0.5,7
8,2,2,9.6,3.5601631557803564,0.4,7
8,2,3,5.2,6.659272329248084,0.0,7
8,2,4,4.4,8.09952724147471,0.0,7
8,2,5,3.8,8.941128167024631,0.0,7
8,2,6,4.2,8.576420155461905,0.0,7
8,2,7,4.2,6.66708819470414,0.0,7
8,2,8,5.8,6.407670626287706,0.125,7
8,2,9,4.6,9.264493449366572,0.0,7
8,2,10,5.0,6.243047106371136,0.0,7
8,2,11,4.4,8.065944524205165,0.0,6
9,2,1,4.6,6.757258354521879,0.0,7
9,2,2,4.2,5.503139924852249,0.0,7
9,2,3,4.4,6.11919927323897,0.0,7
9,2,4,4.2,8.197238663833643,0.0,7
9,2,5,5.2,5.72742036159176,0.125,7
10,2,1,12.0,2.78343173628516,0.5454545454545454,7
10,2,2,4.6,7.39786818058695,0.0,7
10,2,3,5.2,4.220055214636519,0.0,7
10,2,4,4.8,6.457962794749426,0.0,7
10,2,5,5.0,6.051216859733908,0.0,7
10,2,6,5.4,6.6693947761124335,0.0,7
10,2,7,4.4,5.066647188157797,0.0,7
10,2,8,7.2,3.7796996045843843,0.125,7
10,2,9,4.4,9.212372957670809,0.0,7
2,3,1,4.4,5.588642525297305,0.0,7
2,3,2,5.4,4.432915403111827,0.0,7
2,3,3,5.4,3.69448276996267,0.0,7
3,3,1,4.8,4.271858875053595,0.0,7
3,3,2,5.6,3.4104969916955423,0.0,7
3,3,3,4.4,8.19069517978464,0.0,7
3,3,4,4.0,5.176119264979178,0.0,7
3,3,5,3.0,6.264376493680509,0.0,7
3,3,6,3.8,4.739481764771677,0.0,7
3,3,7,4.0,5.986837063210931,0.0,7
3,3,8,4.8,5.5346947539838425,0.0,7
4,3,1,8.8,5.03924101962771,0.125,7
4,3,2,6.2,6.02509151314583,0.0,7
4,3,3,5.8,6.351025101835462,0.0,7
4,3,4,6.0,6.3303413045513715,0.0,7
4,3,5,5.4,9.186318325267639,0.0,7
4,3,6,4.8,8.88767763939416,0.0,7
4,3,7,4.6,10.17255095566182,0.0,7
4,3,8,4.6,10.89785800547731,0.0,7
4,3,9,4.4,11.26621404609638,0.0,7
4,3,10,4.4,10.615287049794775,0.0,7
4,3,11,5.8,9.981467616445205,0.0,7
4,3,12,5.6,8.665081812024804,0.0,7
4,3,13,5.8,7.819418875652099,0.0,7
4,3,14,5.8,5.679849104039254,0.0,7
5,3,1,6.8,6.538197731597742,0.0,7
5,3,2,5.8,8.38791534512143,0.0,7
5,3,3,6.2,7.3886083164586935,0.0,7
5,3,4,6.4,6.113010342644091,0.0,7
5,3,5,7.0,5.915578194793937,0.0,7
5,3,6,7.8,5.819590393488336,0.0,7
5,3,7,8.0,6.509683860230836,0.0,7
5,3,8,6.6,6.394330280718949,0.0,7
5,3,9,7.0,7.48579471933011,0.0,7
5,3,10,6.2,7.1325058496643905,0.0,7
5,3,11,6.8,5.896713714834244,0.0,7
6,3,1,5.8,7.637264083415912,0.0,7
6,3,2,5.2,8.807249228598886,0.0,7
6,3,3,6.2,7.665879753547752,0.0,7
6,3,4,5.2,7.974862442354002,0.0,7
6,3,5,4.8,8.399429261338831,0.0,7
6,3,6,6.6,5.352714282962431,0.125,7
6,3,7,5.0,8.122880132631526,0.0,7
6,3,8,6.0,6.698990532818646,0.0,7
6,3,9,5.8,7.49309647095772,0.0,7
6,3,10,5.0,7.01354536368827,0.0,7
6,3,11,5.0,8.108976372348438,0.0,7
6,3,12,5.0,7.8803474999964545,0.0,7
6,3,13,6.4,6.6781180066764705,0.0,7
7,3,1,4.2,9.109963260771737,0.0,7
7,3,2,4.2,7.983136925526486,0.0,7
7,3,3,4.2,6.9517569017216045,0.0,7
7,3,4,3.6,9.267478982648049,0.0,7
7,3,5,4.0,7.51143765128777,0.0,7
7,3,6,4.6,5.729790562526325,0.0,7
7,3,7,4.6,8.39342448605983,0.0,7
7,3,8,4.2,6.695512208396219,0.0,7
7,3,9,4.2,9.050838060889374,0.0,7
7,3,10,6.0,5.314558098339543,0.125,7
8,3,1,10.6,3.2274478896825234,0.5,7
8,3,2,7.2,6.066890746400604,0.0,7
8,3,3,5.8,6.202237244447279,0.0,7
8,3,4,4.2,8.070104179903664,0.0,7
8,3,5,4.2,8.784195903246081,0.0,7
8,3,6,4.4,7.797630628572426,0.0,7
8,3,7,4.2,6.937871184318827,0.0,7
8,3,8,4.4,7.797444866605837,0.0,7
8,3,9,4.4,10.448183874341815,0.0,7
8,3,10,5.0,7.7080691867988875,0.0,7
8,3,11,4.8,7.8042839230565235,0.0,7
9,3,1,5.0,6.038252586667457,0.0,7
9,3,2,4.6,5.524939436018309,0.0,7
9,3,3,4.2,6.733414180912275,0.0,7
9,3,4,4.4,8.102621098648848,0.0,7
9,3,5,5.4,5.747592645047322,0.125,7
10,3,1,9.2,3.9451528527955575,0.3333333333333333,7
10,3,2,6.8,4.7362323253519465,0.125,7
10,3,3,4.8,4.2607288136114,0.0,7
10,3,4,6.6,4.476557860566881,0.125,7
10,3,5,4.6,6.4622131691054205,0.0,7
10,3,6,4.8,7.381114520193868,0.0,7
10,3,7,4.2,5.57066319748087,0.0,7
10,3,8,7.2,3.6398756944647612,0.2222222222222222,7
10,3,9,4.2,10.443993411861948,0.0,7
2,4,1,4.6,4.8935917541830785,0.0,7
2,4,2,5.4,3.938746930769571,0.0,7
2,4,3,5.4,3.85781342653209,0.0,7
3,4,1,5.0,4.473005427469271,0.0,7
3,4,2,5.4,3.76384680053443,0.0,7
3,4,3,4.4,6.336456699000045,0.0,7
3,4,4,4.0,5.452838142539092,0.0,7
3,4,5,3.2,5.884744555214208,0.0,7
3,4,6,3.6,6.322903235232336,0.0,7
3,4,7,4.0,5.628470329615232,0.0,7
3,4,8,4.6,6.169348697600337,0.0,7
4,4,1,7.4,5.787790548696218,0.0,7
4,4,2,6.8,6.283376315315274,0.0,7
4,4,3,6.0,6.849453085451981,0.0,7
4,4,4,6.8,5.536392535532659,0.125,7
4,4,5,4.6,10.600781436388008,0.0,7
4,4,6,4.8,8.776598288968295,0.0,7
4,4,7,4.8,11.085044411599087,0.0,7
4,4,8,4.4,11.191853822108326,0.0,7
4,4,9,4.6,11.20702606347483,0.0,7
4,4,10,4.2,12.041230661603166,0.0,7
4,4,11,5.4,11.065130339696502,0.0,7
4,4,12,5.6,8.056294391809374,0.0,7
4,4,13,5.2,8.732570712163511,0.0,7
4,4,14,5.8,6.286975073867406,0.0,7
5,4,1,6.6,6.788967258130913,0.0,7
5,4,2,5.8,8.70555012662843,0.0,7
5,4,3,6.4,7.3367022250436,0.0,7
5,4,4,6.4,6.100748247083751,0.0,7
5,4,5,7.2,6.510293308326552,0.0,7
5,4,6,8.0,5.791511456115242,0.0,7
5,4,7,7.6,6.1424558797421405,0.0,7
5,4,8,6.6,6.581120945333671,0.0,7
5,4,9,7.0,7.3059728818034655,0.0,7
5,4,10,6.4,6.533450828963152,0.0,7
5,4,11,6.6,5.869380770563267,0.0,7
6,4,1,6.4,6.844812000097882,0.0,7
6,4,2,5.8,8.71685086832401,0.0,7
6,4,3,6.2,6.763106866343923,0.0,7
6,4,4,5.6,8.775986196721966,0.0,7
6,4,5,5.0,7.127264526335305,0.0,7
6,4,6,6.0,6.273612442149929,0.0,7
6,4,7,5.8,6.933219206633237,0.0,7
6,4,8,6.4,6.064499735393574,0.0,7
6,4,9,5.2,10.7582406761721,0.0,7
6,4,10,5.2,7.093230075738764,0.0,7
6,4,11,5.4,8.173987756597752,0.0,7
6,4,12,5.8,6.5158130613489345,0.0,7
6,4,13,5.75,6.92447065747284,0.0,4
7,4,1,4.6,7.89714861159448,0.0,7
7,4,2,4.4,7.194280016342359,0.0,7
7,4,3,4.2,7.409928594519124,0.0,7
7,4,4,4.0,6.726583282146448,0.0,7
7,4,5,4.0,8.955590479601995,0.0,7
7,4,6,4.0,7.157570960903621,0.0,7
7,4,7,5.4,6.317442800410994,0.125,7
7,4,8,3.8,7.7120767696081005,0.0,7
7,4,9,5.6,6.599748790261241,0.125,7
7,4,10,5.8,5.064481914487082,0.125,7
8,4,1,7.6,5.03658026043142,0.2222222222222222,7
8,4,2,9.8,3.7773450434622067,0.4,7
8,4,3,4.6,7.552005159338667,0.0,7
8,4,4,4.4,7.2180711907728226,0.0,7
8,4,5,4.2,7.434858630263193,0.0,7
8,4,6,4.2,8.041067390792241,0.0,7
8,4,7,4.2,7.420337786051079,0.0,7
8,4,8,6.6,5.301272510900163,0.2222222222222222,7
8,4,9,4.4,9.245120501256828,0.0,7
8,4,10,4.8,6.432987617358505,0.0,7
8,4,11,4.4,8.800443233716706,0.0,7
9,4,1,4.6,6.384952050736693,0.0,7
9,4,2,4.6,5.236490347697546,0.0,7
9,4,3,4.2,6.248147830959312,0.0,7
9,4,4,4.4,8.614016747244278,0.0,7
9,4,5,5.6,5.6122744526675135,0.125,7
10,4,1,13.0,2.710300098998236,0.5454545454545454,7
10,4,2,5.2,5.724600374407596,0.0,7
10,4,3,5.0,4.152444992899718,0.0,7
10,4,4,5.0,6.290114495349162,0.0,7
10,4,5,5.0,6.102019313403616,0.0,7
10,4,6,4.8,7.672020585246713,0.0,7
10,4,7,4.4,4.791747484319041,0.0,7
10,4,8,6.4,4.734751289382533,0.125,7
10,4,9,4.4,7.553174749012288,0.0,7
