User ID,Session Num,Phrase Num,Total Experience (min),Clock Period (s),Click Dist SD (s),Click Dist p95 (s),Click Dist p99 (s),Phrase Text,Typed Text,Entry Rate (wpm),Click Load (clicks/character),Correction Rate (% of selections),Correction Time (s),Correction Click Load Contribution (%),Final Error Rate (%)
7,4,1,36.12,1.211,0.1086,0.4066,0.7906,anxiety will go through the roof,anxiety will go through the roof.,3.536,2.242,0,0,0,0
7,4,2,37.98,1.211,0.0715,0.2725,0.4239,tabinof is not a good coaster,tabinof is not a good coaster.,2.927,3.233,0,0,0,0
7,4,3,40.03,1.211,0.1585,0.7872,0.9385,nobody expects the spanish inquisition,nobody expects the spanish inquisition.,3.296,2.538,0,0,0,0
7,4,4,42.4,1.211,0.0722,0.2725,0.4087,but this love is ours,but this love is ours.,3.22,2.409,0,0,0,0
7,4,5,43.77,1.211,0.1684,0.8628,1.1202,our office is located near yeshwantpur,our office is located near yeshwantpurc.,3.78,2.325,0,0,0,2.6
7,5,1,45.88,0.992,0.0741,0.2725,0.4239,this is not my cat,this is not my cat.,4.302,2.474,0,0,0,0
7,5,2,46.77,0.992,0.0631,0.2108,0.5208,i'm coming to the show,i'm coming to the show.,4.929,2.217,0,0,0,0
7,5,3,47.7,0.992,0.083,0.3844,0.5952,the corner of the old gallowgate,the corner of the old gallowg.,3.673,2.633,0,0,0,10.3
7,5,4,49.33,0.992,0.0605,0.1984,0.4216,the corner of the old gallowgate,the corner of the old gallowgate.,3.667,2.697,0,0,0,0
7,5,5,51.13,0.992,0.0452,0.186,0.248,that was actually a question,that was actually a question.,5.273,2.069,0,0,0,0
7,5,6,52.23,0.992,0.0663,0.2356,0.4216,i'll need to try that,i'll need to try that.,3.22,3.273,9.091,6,12.5,0
7,6,1,55.72,1.096,0.0621,0.2108,0.3596,you've never been to a wedding,you've never been to a wedding.,4.376,2.129,0,0,0,0
7,6,2,57.13,1.096,0.0685,0.2603,0.4795,i cling to the little moments,i cling to the little moments.,3.789,2.433,0,0,0,0
7,6,3,58.72,1.096,0.0712,0.2055,0.7124,best player on the pitch knockaert,best player on the pitch knockaert.,2.857,2.971,0,0,0,0
7,6,4,61.17,1.096,0.0873,0.4384,0.5754,i can't be the only one,i can't be the only one.,4.966,2.042,0,0,0,0
7,6,5,62.13,1.096,0.0851,0.3288,0.6028,ben is an emotional assassin,ben is an emotional assassin.,3.379,2.897,0,0,0,0
7,6,6,63.85,1.096,0.0639,0.2055,0.4932,finally a drama for eunjung,finally a drama for eunjung.,3.027,2.893,0,0,0,0
7,7,1,65.7,1.096,0.0668,0.2877,0.411,wordpress gods please help me,wordpress gods please help me.,2.179,3.9,7.692,10,11.966,0
7,7,2,69.78,1.48,0.0918,0.296,0.777,gotta invest in yourself anyways,gotta invest in yourself anyways.,2.694,2.212,0,0,0,0
7,7,3,72.23,1.48,0.1104,0.3885,0.7215,i'm getting one for mya now,i'm getting one for mya now.,3.574,1.786,0,0,0,0
7,8,1,73.8,1.48,0.0867,0.333,0.4995,i'm on the right track,i'm on the right track.,3.73,1.739,0,0,0,0
7,8,2,75.03,1.48,0.0767,0.296,0.3885,i've had flowers that lasted months,i've had flowers that lasted months.,3.927,1.75,0,0,0,0
7,8,3,76.87,1.48,0.0987,0.37,0.777,thanks tricare for dropping the ball,thanks tricare for dropping the ball.,3.415,2.027,0,0,0,0
7,8,4,79.03,1.48,0.2159,1.147,1.3135,we have that at my counter,we have that at my counter.,3.375,2.037,0,0,0,0
7,8,5,80.63,1.48,0.1121,0.407,1.073,today has been a terrible day,today has been a terrible day.,4.557,1.567,0,0,0,0
7,8,6,81.95,1.48,0.0626,0.222,0.37,conte's blue and white army,conte's blue and w,3.042,2.167,0,0,0,0
7,9,1,83.13,1.48,0.0921,0.333,0.888,i'm so late to answer this,i'm so late to answer this.,2.365,2.63,15.789,10,16.901,0
7,9,2,85.42,1.48,0.0711,0.259,0.333,no one broke the world record,no one broke the world record.,3.303,2.1,0,0,0,0
7,9,3,87.23,1.48,0.1845,0.9065,1.1285,vin scully's last game today,vin scully's last game today.,1.532,3.759,12,18,16.514,0
7,9,4,91.35,1.48,0.14,0.555,1.1655,this debate calls for vodka,this debate calls for v,3.45,1.87,0,0,0,0
7,10,1,92.68,1.48,0.1166,0.481,0.925,the difference between me and you,the difference between me and you.,6,1.235,0,0,0,0
7,10,2,93.82,1.48,0.086,0.3145,0.481,i should have hashtagged that,i should have hashtagged that.,3.025,2.167,0,0,0,0
7,10,3,95.8,1.48,0.1128,0.481,0.629,what emotions will your film evoke,what emotions will your film evoke.,3.387,2.029,0,0,0,0
7,10,4,97.87,1.48,0.0968,0.37,0.666,happy birthday to sammy hutchinson,happy birthday to sammy hutchinson.,4.516,1.6,0,0,0,0
7,10,5,99.42,1.48,0.1397,0.703,0.9435,anderson paak is wildly talented,anderson paak is wildly talented.,2.912,2.394,0,0,0,0
7,11,1,101.68,1.48,0.1428,0.7585,0.8695,are you a twitter veteran,are you a twitter veteran.,2.943,2.269,0,0,0,0
7,11,2,103.45,1.48,0.1239,0.444,1.0175,weezer is still very relevant,weezer is still very relevant.,2.25,3.1,9.524,10,10.753,0
7,11,3,106.12,1.48,0.1623,0.7215,1.073,they summarize evidence on single diseases,they summarize evidence on single diseases.,3.205,1.837,4.545,6,5.063,0
7,11,4,108.8,1.48,0.083,0.296,0.407,i sure do miss him,i sure do miss him.,3.508,1.947,0,0,0,0
7,12,1,109.88,1.48,0.101,0.3515,0.888,everyday something new to test me,everyday something new to test me.,3.709,1.794,0,0,0,0
7,12,2,111.72,1.48,0.1012,0.3515,0.8695,no such thing as job security,no such thing as job security.,3.186,2.167,0,0,0,0
7,12,3,113.6,1.48,0.1173,0.4995,0.703,is ozzy still the bad guy,is ozzy still the bad guy.,2.713,2.538,0,0,0,0
7,12,4,115.52,1.48,0.1114,0.444,0.703,part of me is missing,part of me is missing.,3.771,2,0,0,0,0
7,12,5,116.68,1.48,0.1145,0.4625,0.7955,that is how you do it,that is how you do it.,3.181,2.364,0,0,0,0
7,12,6,118.07,1.48,0.1952,1.0175,1.295,when is the auchinleck prom,when is the auchin,3,2.444,0,0,0,0
7,13,1,119.27,1.48,0.151,0.6105,1.2025,and don't fake your smile,and don't fake your smile.,3.586,1.962,0,0,0,0
7,13,2,120.72,1.48,0.0859,0.3145,0.481,another day of pokemon catching,another day of pokemon catching.,3.556,1.844,0,0,0,0
7,13,3,122.52,1.48,0.114,0.4625,0.888,wait until you get to haast,wait until you get to haast.,3.775,1.929,0,0,0,0
7,13,4,124,1.48,0.1173,0.444,1.0175,woke up still loving y'all,woke up still loving y'all.,3.176,1.963,0,0,0,0
7,13,5,125.7,1.48,0.1655,0.9065,1.0915,how can he be so real,how can he be so real.,2.64,2.682,6.667,4,6.78,0
7,13,6,127.37,1.48,0.094,0.3515,0.5365,i'm officially a crossfit member,i'm officially a crossf,3.632,2.217,0,0,0,0
7,14,1,128.63,1.48,0.1608,0.6475,1.221,very strange tweeting on this phone,very strange tweeting on this phone.,3.456,2,0,0,0,0
7,14,2,130.72,1.48,0.1302,0.444,0.925,but it happened this year,but it happened this year.,4.177,1.577,0,0,0,0
7,14,4,134.78,1.48,0.0827,0.3145,0.4625,i'm so ready to give up,i'm so ready to give up.,3.236,2.208,0,0,0,0
7,14,5,136.27,1.48,0.119,0.481,1.036,bring back the gold girls,bring back the gold girls.,3.759,1.846,0,0,0,0
7,15,1,137.65,1.48,0.137,0.703,1.036,i love the tony awards,i love the tony awards.,3.067,2.217,0,0,0,0
7,15,2,139.15,1.48,0.1062,0.3885,0.9805,this has given me the fear,this has given me the fear.,3.273,1.963,0,0,0,0
7,16,1,140.8,1.48,0.1375,0.5735,1.0915,like right at this moment,like right at this moment.,3.805,1.808,0,0,0,0
7,16,2,142.17,1.48,0.0811,0.3145,0.592,just went on an unfollowing spree,just went on an unfollowing spree.,2.564,2.529,0,0,0,0
7,16,3,146.7,1.48,0.1039,0.4625,0.666,rip to the brazil soccer team,rip to the brazil soccer team.,2.769,2.567,0,0,0,0
7,17,1,148.87,1.48,0.1522,0.7585,0.888,just did an undertale personality quiz,just did an undertale personality quiz.,2.615,2.308,0,0,0,0
7,17,2,151.85,1.48,0.0747,0.296,0.444,can't wait for sunday night football,can't wait for sunday night football,5.61,1.167,0,0,0,0
